rating;sadcolor;Gender;Age;musician;ID;condition;day born;happycolor;stim;no
7;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 4.wav;1
4;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 5.wav;2
3;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 12.wav;3
6;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 21.wav;4
2;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 8.wav;5
4;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 15.wav;6
5;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 17.wav;7
5;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 23.wav;8
6;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 11.wav;9
6;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 3.wav;10
6;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 14.wav;11
5;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 13.wav;12
6;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 6.wav;13
7;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 7.wav;14
4;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 20.wav;15
3;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 2.wav;16
4;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 9.wav;17
3;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 10.wav;18
5;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 24.wav;19
5;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 19.wav;20
5;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 16.wav;21
6;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 18.wav;22
4;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 1.wav;23
4;2;Female;20;No;06;sad;25;10;ExperimentStims/Stim 22.wav;24
