rating;sadcolor;Gender;Age;musician;ID;condition;day born;happycolor;stim;no
5;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 1.wav;1
7;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 15.wav;2
2;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 13.wav;3
3;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 11.wav;4
7;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 3.wav;5
8;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 17.wav;6
9;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 23.wav;7
3;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 2.wav;8
3;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 22.wav;9
7;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 12.wav;10
5;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 24.wav;11
3;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 10.wav;12
4;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 5.wav;13
8;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 19.wav;14
3;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 8.wav;15
8;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 4.wav;16
2;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 14.wav;17
3;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 9.wav;18
3;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 18.wav;19
7;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 6.wav;20
3;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 21.wav;21
8;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 16.wav;22
9;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 20.wav;23
7;6;Male;27;No;1;sad;27;4;ExperimentStims/Stim 7.wav;24
