rating;sadcolor;Gender;Age;musician;ID;condition;day born;happycolor;stim;no
5;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 6.wav;1
6;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 1.wav;2
4;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 18.wav;3
4;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 13.wav;4
6;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 10.wav;5
6;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 4.wav;6
5;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 16.wav;7
5;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 12.wav;8
7;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 21.wav;9
6;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 15.wav;10
6;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 3.wav;11
7;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 20.wav;12
4;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 23.wav;13
3;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 24.wav;14
7;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 7.wav;15
5;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 9.wav;16
4;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 19.wav;17
5;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 5.wav;18
6;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 22.wav;19
3;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 8.wav;20
6;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 11.wav;21
6;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 17.wav;22
5;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 2.wav;23
7;5;Male;30;No;2;sad;27;7;ExperimentStims/Stim 14.wav;24
