rating;sadcolor;Gender;Age;musician;ID;condition;day born;happycolor;stim;no
4;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 13.wav;1
5;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 17.wav;2
3;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 8.wav;3
8;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 6.wav;4
5;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 9.wav;5
5;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 22.wav;6
2;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 12.wav;7
5;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 21.wav;8
1;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 23.wav;9
6;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 2.wav;10
7;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 19.wav;11
8;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 7.wav;12
5;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 11.wav;13
5;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 3.wav;14
6;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 20.wav;15
3;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 16.wav;16
5;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 1.wav;17
8;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 18.wav;18
3;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 15.wav;19
2;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 10.wav;20
4;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 24.wav;21
3;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 14.wav;22
6;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 5.wav;23
6;6;Male;25;Yes;4;happy;7;5;ExperimentStims/Stim 4.wav;24
