rating;sadcolor;Gender;Age;musician;ID;condition;day born;happycolor;stim;no
4;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 17.wav;1
3;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 15.wav;2
5;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 5.wav;3
3;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 10.wav;4
6;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 16.wav;5
6;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 12.wav;6
7;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 6.wav;7
8;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 14.wav;8
6;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 24.wav;9
7;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 9.wav;10
7;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 20.wav;11
6;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 7.wav;12
7;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 1.wav;13
6;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 22.wav;14
3;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 13.wav;15
2;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 18.wav;16
5;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 4.wav;17
4;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 3.wav;18
3;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 2.wav;19
7;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 23.wav;20
4;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 8.wav;21
9;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 11.wav;22
2;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 21.wav;23
2;7;Male;23;Yes;1;sad;16;3;ExperimentStims\Stim 19.wav;24
