rating;sadcolor;Gender;Age;musician;ID;condition;day born;happycolor;stim;no
4;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 13.wav;1
5;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 2.wav;2
7;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 1.wav;3
7;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 9.wav;4
4;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 21.wav;5
6;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 3.wav;6
3;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 10.wav;7
7;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 15.wav;8
4;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 24.wav;9
4;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 11.wav;10
5;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 14.wav;11
3;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 19.wav;12
8;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 4.wav;13
3;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 23.wav;14
2;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 8.wav;15
5;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 17.wav;16
6;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 16.wav;17
8;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 7.wav;18
6;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 18.wav;19
7;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 6.wav;20
4;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 20.wav;21
5;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 12.wav;22
4;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 22.wav;23
6;;Female;29;Yes;5;happy;9;;ExperimentStims\Stim 5.wav;24
