rating;sadcolor;Gender;Age;musician;ID;condition;day born;happycolor;stim;no
5;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 22.wav;1
6;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 2.wav;2
8;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 17.wav;3
7;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 11.wav;4
7;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 19.wav;5
4;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 21.wav;6
6;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 24.wav;7
7;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 1.wav;8
4;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 10.wav;9
8;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 3.wav;10
3;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 8.wav;11
8;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 18.wav;12
5;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 20.wav;13
6;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 5.wav;14
4;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 14.wav;15
6;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 7.wav;16
6;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 23.wav;17
7;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 9.wav;18
6;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 6.wav;19
5;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 4.wav;20
5;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 15.wav;21
5;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 16.wav;22
4;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 13.wav;23
3;4;Male;22;Yes;2;happy;5;8;ExperimentStims/Stim 12.wav;24
